date,region,product,units_sold,revenue,returns
2026-06-05,North,C,77,11483.34,1
2026-06-05,South,A,96,8935.57,3
2026-06-05,South,B,87,10775.05,1
2026-06-05,South,C,63,8910.22,3
2026-06-05,East,A,96,8680.33,4
2026-06-05,East,B,80,9605.05,3
2026-06-05,East,C,64,9135.17,1
2026-06-06,North,A,126,12368.39,4
2026-06-06,North,B,96,12220.55,2
2026-06-06,North,C,71,9975.23,1
2026-06-06,South,A,97,9549.91,1
2026-06-06,South,B,87,9857.75,3
2026-06-06,South,C,74,10995.75,2
2026-06-06,East,A,100,8769.15,1
2026-06-06,East,B,83,9872.08,4
2026-06-06,East,C,57,8593.76,2
2026-06-07,North,A,124,12064.75,5
2026-06-07,North,B,87,10744.42,3
2026-06-07,North,C,73,10719.73,3
2026-06-07,South,A,106,10298.08,4
2026-06-07,South,B,86,11243.79,3
2026-06-07,South,C,70,9702.23,2
2026-06-07,East,A,92,8689.44,3
2026-06-07,East,B,82,9858.36,4
2026-06-07,East,C,64,9535.82,2
2026-06-08,North,A,111,12001.79,2
2026-06-08,North,B,96,11570.15,1
2026-06-08,North,C,75,10940.91,2
2026-06-08,South,A,108,9757.52,2
2026-06-08,South,B,65,7601.84,1
2026-06-08,South,C,69,10294.45,2
2026-06-08,East,A,90,8684.09,4
2026-06-08,East,B,84,9573.39,2
2026-06-08,East,C,53,7492.58,2
2026-06-09,North,A,118,10814.39,2
2026-06-09,North,B,77,9032.95,2
2026-06-09,North,C,75,10557.78,2
2026-06-09,South,A,111,10540.76,3
2026-06-09,South,B,80,9252.42,1
2026-06-09,South,C,67,9526.26,2
2026-06-09,East,A,81,7823.58,2
2026-06-09,East,B,73,8751.09,3
2026-06-09,East,C,56,8340.15,1
2026-06-10,North,A,117,11758.19,3
2026-06-10,North,B,89,10770.66,2
2026-06-10,North,C,74,10384.83,3
2026-06-10,South,A,100,9822.97,2
2026-06-10,South,B,77,9750.34,2
2026-06-10,South,C,68,9718.13,1
2026-06-10,East,A,96,8369.47,1
2026-06-10,East,B,77,9939.54,2
2026-06-10,East,C,62,8892.7,2
2026-06-11,North,A,113,10074.48,4
2026-06-11,North,B,100,10792.2,1
2026-06-11,North,C,81,11395.08,1
2026-06-11,South,A,106,9807.29,3
2026-06-11,South,B,89,10705.14,2
2026-06-11,South,C,70,9214.02,2
2026-06-11,East,A,88,8733.61,3
2026-06-11,East,B,84,9392.35,2
2026-06-11,East,C,57,8627.24,1
2026-06-12,North,A,133,12471.4,5
2026-06-12,North,B,89,10814.28,2
2026-06-12,North,C,72,10682.89,1
2026-06-12,South,A,102,10252.24,3
2026-06-12,South,B,85,10877.5,3
2026-06-12,South,C,65,8696.42,2
2026-06-12,East,A,94,9004.17,3
2026-06-12,East,B,73,8863.06,3
2026-06-12,East,C,59,7864.09,1
2026-06-13,North,A,132,12273.9,3
2026-06-13,North,B,88,10516.14,3
2026-06-13,North,C,71,9619.65,1
2026-06-13,South,A,98,9891.1,3
2026-06-13,South,B,88,10884.97,1
2026-06-13,South,C,68,9825.4,1
2026-06-13,East,A,91,8920.57,1
2026-06-13,East,B,66,8316.96,1
2026-06-13,East,C,59,8311.41,2
2026-06-14,North,A,114,11287.78,5
2026-06-14,North,B,99,12141.44,2
2026-06-14,North,C,70,9936.7,2
2026-06-14,South,A,115,11567.22,3
2026-06-14,South,B,89,11169.61,2
2026-06-14,South,C,71,9767.58,3
2026-06-14,East,A,100,10084.9,4
2026-06-14,East,B,85,9568.61,1
2026-06-14,East,C,59,8553.42,2
2026-06-15,North,A,110,10413.61,4
2026-06-15,North,B,94,11157.85,3
2026-06-15,North,C,66,9680.37,3
2026-06-15,South,A,114,10952.12,5
2026-06-15,South,B,85,10148.92,3
2026-06-15,South,C,69,10575.27,1
2026-06-15,East,A,101,10412.19,5
2026-06-15,East,B,78,9220.61,1
2026-06-15,East,C,64,9268.49,2
2026-06-16,North,A,112,11500.43,2
2026-06-16,North,B,93,11504.89,4
2026-06-16,North,C,83,12672.17,1
2026-06-16,South,A,108,10122.33,3
2026-06-16,South,B,88,10771.82,2
2026-06-16,South,C,82,11299.98,2
2026-06-16,East,A,94,8889.45,1
2026-06-16,East,B,81,9387.29,3
2026-06-16,East,C,54,7739.28,1
2026-06-17,North,A,116,10355.85,2
2026-06-17,North,B,98,12272.63,2
2026-06-17,North,C,79,12219.82,2
2026-06-17,South,A,85,7342.65,2
2026-06-17,South,B,84,10051.43,1
2026-06-17,South,C,60,8278.38,3
2026-06-17,East,A,107,11296.38,3
2026-06-17,East,B,73,8883.13,3
2026-06-17,East,C,64,8951.21,1
2026-06-18,North,A,126,12425.39,3
2026-06-18,North,B,89,10536.69,2
2026-06-18,North,C,73,9572.17,1
2026-06-18,South,A,103,9763.96,2
2026-06-18,South,B,71,8265.32,1
2026-06-18,South,C,63,9379.82,1
2026-06-18,East,A,97,9297.71,4
2026-06-18,East,B,84,8711.86,3
2026-06-18,East,C,57,8250.03,1
2026-06-19,North,A,99,9797.53,1
2026-06-19,North,B,87,10644.24,2
2026-06-19,North,C,81,11245.54,3
2026-06-19,South,A,104,9359.54,3
2026-06-19,South,B,87,10816.71,4
2026-06-19,South,C,70,10712.26,2
2026-06-19,East,A,94,8907.63,3
2026-06-19,East,B,74,9361.64,1
2026-06-19,East,C,56,8206.59,1
2026-06-20,North,A,123,12165.49,3
2026-06-20,North,B,89,10532.09,4
2026-06-20,North,C,74,10889.19,1
2026-06-20,South,A,101,9474.5,2
2026-06-20,South,B,83,9725.41,3
2026-06-20,South,C,69,10420.9,1
2026-06-20,East,A,101,9153.03,3
2026-06-20,East,B,72,9090.74,1
2026-06-20,East,C,63,10037.93,1
2026-06-21,North,A,134,12567.23,4
2026-06-21,North,B,97,11458.98,1
2026-06-21,North,C,80,12078.39,2
2026-06-21,South,A,108,10521.99,4
2026-06-21,South,B,90,11555.33,4
2026-06-21,South,C,74,10641.48,1
2026-06-21,East,A,92,9033.39,4
2026-06-21,East,B,78,10105.01,1
2026-06-21,East,C,61,9094.89,2
2026-06-22,North,A,120,10680.45,5
2026-06-22,North,B,91,12143.31,2
2026-06-22,North,C,81,12003.4,3
2026-06-22,South,A,113,11188.5,4
2026-06-22,South,B,86,10740.11,3
2026-06-22,South,C,73,10118.57,2
2026-06-22,East,A,96,9577.58,4
2026-06-22,East,B,92,11758.52,4
2026-06-22,East,C,61,8300.71,1
2026-06-23,North,A,110,9936.14,4
2026-06-23,North,B,109,12474.27,2
2026-06-23,North,C,69,9657.63,2
2026-06-23,South,A,107,10823.87,3
2026-06-23,South,B,92,11261.19,4
2026-06-23,South,C,77,10877.2,3
2026-06-23,East,A,111,10453.42,3
2026-06-23,East,B,63,7414.29,2
2026-06-23,East,C,54,8284.99,2
2026-06-24,North,A,119,11725.2,2
2026-06-24,North,B,94,10348.78,3
2026-06-24,North,C,79,10940.3,3
2026-06-24,South,A,115,10953.53,3
2026-06-24,South,B,99,12091.41,3
2026-06-24,South,C,69,10105.81,2
2026-06-24,East,A,106,9908.93,5
2026-06-24,East,B,87,10910.78,2
2026-06-24,East,C,64,9672.9,2
2026-06-25,North,A,131,12418.73,2
2026-06-25,North,B,96,11722.98,4
2026-06-25,North,C,72,10685.78,2
2026-06-25,South,A,107,10129.64,4
2026-06-25,South,B,87,10013.5,1
2026-06-25,South,C,76,11204.47,1
2026-06-25,East,A,111,9939.64,4
2026-06-25,East,B,92,11375.87,2
2026-06-25,East,C,69,9983.71,2
2026-06-26,North,A,107,9560.38,2
2026-06-26,North,B,92,10761.41,1
2026-06-26,North,C,77,11616.0,2
2026-06-26,South,A,108,10581.28,1
2026-06-26,South,B,93,11020.27,3
2026-06-26,South,C,75,10838.76,2
2026-06-26,East,A,103,9818.85,2
2026-06-26,East,B,83,10225.17,3
2026-06-26,East,C,65,9337.59,2
2026-06-27,North,A,119,10813.21,3
2026-06-27,North,B,87,10788.79,2
2026-06-27,North,C,87,12200.92,3
2026-06-27,South,A,118,10909.53,5
2026-06-27,South,B,77,9728.22,3
2026-06-27,South,C,74,11027.97,2
2026-06-27,East,A,113,10961.88,3
2026-06-27,East,B,76,8512.16,3
2026-06-27,East,C,65,9326.39,3
2026-06-28,North,A,118,11569.46,2
2026-06-28,North,B,109,13493.3,3
2026-06-28,North,C,67,9705.72,1
2026-06-28,South,A,120,11062.28,1
2026-06-28,South,B,94,11302.43,3
2026-06-28,South,C,73,11062.87,3
2026-06-28,East,A,103,10631.53,3
2026-06-28,East,B,92,11537.31,2
2026-06-28,East,C,71,10856.81,3
2026-06-29,North,A,123,12288.94,2
2026-06-29,North,B,95,10547.99,1
2026-06-29,North,C,88,13984.91,3
2026-06-29,South,A,111,10492.7,2
2026-06-29,South,B,95,11359.98,4
2026-06-29,South,C,66,9069.25,1
2026-06-29,East,A,117,10870.59,1
2026-06-29,East,B,85,9796.62,1
2026-06-29,East,C,65,9485.98,1
2026-06-30,North,A,108,10236.3,4
2026-06-30,North,B,91,10390.47,4
2026-06-30,North,C,83,11815.76,3
2026-06-30,South,A,105,10290.37,4
2026-06-30,South,B,83,9042.79,3
2026-06-30,South,C,80,12611.87,2
2026-06-30,East,A,101,8447.18,3
2026-06-30,East,B,82,10008.65,3
2026-06-30,East,C,72,10234.41,2
2026-07-01,North,A,119,11931.67,2
2026-07-01,North,B,106,13498.39,2
2026-07-01,North,C,82,12823.09,2
2026-07-01,South,A,111,11625.38,2
2026-07-01,South,B,88,10537.71,2
2026-07-01,South,C,70,10262.59,2
2026-07-01,East,A,102,9333.35,3
2026-07-01,East,B,92,10751.09,1
2026-07-01,East,C,66,9663.4,1
2026-07-02,North,A,146,14122.52,3
2026-07-02,North,B,101,11080.45,2
2026-07-02,North,C,79,11531.29,1
2026-07-02,South,A,110,10597.78,5
2026-07-02,South,B,96,11468.41,2
2026-07-02,South,C,68,9750.71,2
2026-07-02,East,A,93,8678.35,4
2026-07-02,East,B,83,9935.5,2
2026-07-02,East,C,73,11210.59,2
2026-07-03,North,A,123,11639.5,2
2026-07-03,North,B,95,10776.26,2
2026-07-03,North,C,82,10655.62,3
2026-07-03,South,A,102,10055.88,4
2026-07-03,South,B,100,12475.63,1
2026-07-03,South,C,74,10707.3,1
2026-07-03,East,A,113,11074.92,3
2026-07-03,East,B,92,10372.23,1
2026-07-03,East,C,60,8573.32,2
2026-07-04,North,A,107,10816.55,4
2026-07-04,North,B,97,11501.32,4
2026-07-04,North,C,62,8676.29,2
2026-07-04,South,A,110,10420.92,2
2026-07-04,South,B,97,11560.91,2
2026-07-04,South,C,73,10612.43,2
2026-07-04,East,A,113,11013.65,5
2026-07-04,East,B,82,9519.68,2
2026-07-04,East,C,75,10748.87,1
2026-07-05,North,A,129,12080.38,4
2026-07-05,North,B,85,10093.81,2
2026-07-05,North,C,79,11312.13,1
2026-07-05,South,A,107,10075.63,2
2026-07-05,South,B,99,11537.86,3
2026-07-05,South,C,72,9883.11,2
2026-07-05,East,A,111,10993.47,3
2026-07-05,East,B,90,10317.73,2
2026-07-05,East,C,71,9292.15,3
2026-07-06,North,A,123,12624.58,1
2026-07-06,North,B,102,12707.76,4
2026-07-06,North,C,79,11596.39,3
2026-07-06,South,A,107,10340.4,4
2026-07-06,South,B,89,10756.53,2
2026-07-06,South,C,71,10257.7,3
2026-07-06,East,A,101,9928.04,3
2026-07-06,East,B,89,10757.73,2
2026-07-06,East,C,64,8961.03,2
2026-07-07,North,A,115,11712.93,4
2026-07-07,North,B,95,11578.54,3
2026-07-07,North,C,78,12124.29,2
2026-07-07,South,A,132,11477.5,3
2026-07-07,South,B,88,10491.45,1
2026-07-07,South,C,74,10165.13,3
2026-07-07,East,A,94,9474.13,3
2026-07-07,East,B,85,10467.1,4
2026-07-07,East,C,71,9833.34,2
2026-07-08,North,A,122,12211.59,3
2026-07-08,North,B,114,13999.22,5
2026-07-08,North,C,73,10479.54,2
2026-07-08,South,A,112,11034.08,3
2026-07-08,South,B,88,10013.82,2
2026-07-08,South,C,68,9623.95,1
2026-07-08,East,A,111,11461.96,4
2026-07-08,East,B,87,9824.21,4
2026-07-08,East,C,66,9042.22,2
2026-07-09,North,A,140,13360.25,2
2026-07-09,North,B,106,13628.4,1
2026-07-09,North,C,93,13306.93,3
2026-07-09,South,A,112,11143.42,4
2026-07-09,South,B,108,12364.41,2
2026-07-09,South,C,67,9304.84,2
2026-07-09,East,A,110,10312.97,3
2026-07-09,East,B,86,10315.04,2
2026-07-09,East,C,64,9448.97,3
2026-07-10,North,A,121,11833.94,4
2026-07-10,North,B,110,12846.97,4
2026-07-10,North,C,79,12057.34,2
2026-07-10,South,A,132,12908.2,4
2026-07-10,South,B,95,10684.5,3
2026-07-10,South,C,70,9330.73,3
2026-07-10,East,A,115,10477.54,3
2026-07-10,East,B,84,9418.89,4
2026-07-10,East,C,61,9256.43,1
2026-07-11,North,A,130,12440.88,4
2026-07-11,North,B,101,11194.7,2
2026-07-11,North,C,79,11269.17,3
2026-07-11,South,A,122,11869.75,5
2026-07-11,South,B,101,12498.92,2
2026-07-11,South,C,76,10948.91,1
2026-07-11,East,A,101,10043.51,4
2026-07-11,East,B,86,10890.99,3
2026-07-11,East,C,70,9097.25,3
2026-07-12,North,A,122,11519.51,5
2026-07-12,North,B,111,13155.63,1
2026-07-12,North,C,85,13288.51,1
2026-07-12,South,A,133,13380.09,3
2026-07-12,South,B,93,11478.49,4
2026-07-12,South,C,57,8677.53,1
2026-07-12,East,A,104,9894.97,3
2026-07-12,East,B,84,10129.14,1
2026-07-12,East,C,81,11983.99,1
2026-07-13,North,A,143,13150.79,5
2026-07-13,North,B,99,12570.65,4
2026-07-13,North,C,90,13618.33,3
2026-07-13,South,A,116,10975.16,3
2026-07-13,South,B,92,11433.25,4
2026-07-13,South,C,75,10582.37,1
2026-07-13,East,A,108,10182.81,3
2026-07-13,East,B,94,10928.36,2
2026-07-13,East,C,75,10334.25,2
2026-07-14,North,A,123,11099.53,2
2026-07-14,North,B,95,11463.32,4
2026-07-14,North,C,77,10427.08,2
2026-07-14,South,A,118,11340.91,2
2026-07-14,South,B,101,11447.9,4
2026-07-14,South,C,75,10517.53,2
2026-07-14,East,A,119,11594.53,3
2026-07-14,East,B,87,9887.59,2
2026-07-14,East,C,65,8795.99,1
2026-07-15,North,A,129,12512.21,4
2026-07-15,North,B,99,11498.52,2
2026-07-15,North,C,77,11115.0,2
2026-07-15,South,A,119,11742.54,2
2026-07-15,South,B,107,13815.81,4
2026-07-15,South,C,82,11771.5,1
2026-07-15,East,A,104,9886.85,2
2026-07-15,East,B,71,8305.34,2
2026-07-15,East,C,78,11538.76,3
2026-07-16,North,A,153,14993.69,5
2026-07-16,North,B,95,11917.89,4
2026-07-16,North,C,87,13046.95,3
2026-07-16,South,A,133,12889.69,4
2026-07-16,South,B,88,10089.07,4
2026-07-16,South,C,72,9991.65,2
2026-07-16,East,A,105,10322.39,4
2026-07-16,East,B,86,10469.59,1
2026-07-16,East,C,62,8396.96,1
2026-07-17,North,A,120,10700.71,1
2026-07-17,North,B,102,11848.6,2
2026-07-17,North,C,81,11699.98,2
2026-07-17,South,A,132,12010.31,2
2026-07-17,South,B,98,11316.4,2
2026-07-17,South,C,68,10727.65,2
2026-07-17,East,A,109,10610.7,2
2026-07-17,East,B,100,11815.57,3
2026-07-17,East,C,63,8580.13,2
2026-07-18,North,A,115,11699.62,2
2026-07-18,North,B,122,14683.14,4
2026-07-18,North,C,88,13631.4,1
2026-07-18,South,A,135,14078.55,2
2026-07-18,South,B,83,9673.7,2
2026-07-18,South,C,77,10836.99,2
2026-07-18,East,A,106,10156.94,3
2026-07-18,East,B,73,8605.16,3
2026-07-18,East,C,76,10930.89,3
2026-07-19,North,A,105,9930.9,3
2026-07-19,North,B,108,13194.36,4
2026-07-19,North,C,90,12870.1,3
2026-07-19,South,A,112,10896.84,5
2026-07-19,South,B,84,9590.46,1
2026-07-19,South,C,85,12006.94,2
2026-07-19,East,A,111,10065.21,4
2026-07-19,East,B,96,11791.08,4
2026-07-19,East,C,72,10309.67,2
2026-07-20,North,A,139,13578.22,5
2026-07-20,North,B,105,11947.89,4
2026-07-20,North,C,74,10353.62,2
2026-07-20,South,A,122,11547.05,3
2026-07-20,South,B,91,11095.93,1
2026-07-20,South,C,78,11169.95,2
2026-07-20,East,A,130,12428.6,5
2026-07-20,East,B,92,11404.84,1
2026-07-20,East,C,76,10871.73,3
2026-07-21,North,A,135,12644.09,3
2026-07-21,North,B,111,13704.51,3
2026-07-21,North,C,90,13194.96,3
2026-07-21,South,A,107,10668.84,3
2026-07-21,South,B,100,11936.79,2
2026-07-21,South,C,78,12095.3,2
2026-07-21,East,A,108,10584.08,5
2026-07-21,East,B,99,11846.19,3
2026-07-21,East,C,71,10537.98,2
2026-07-22,North,A,132,12511.22,2
2026-07-22,North,B,112,13533.47,5
2026-07-22,North,C,77,10892.05,2
2026-07-22,South,A,131,12442.83,2
2026-07-22,South,B,104,12881.93,2
2026-07-22,South,C,78,10506.98,1
2026-07-22,East,A,115,11009.87,1
2026-07-22,East,B,81,9769.58,1
2026-07-22,East,C,62,8550.93,1
2026-07-23,North,A,120,11088.2,3
2026-07-23,North,B,106,12826.77,3
2026-07-23,North,C,85,11993.66,3
2026-07-23,South,A,128,12463.54,2
2026-07-23,South,B,92,11340.78,2
2026-07-23,South,C,78,11153.82,1
2026-07-23,East,A,100,8972.75,4
2026-07-23,East,B,92,10744.96,3
2026-07-23,East,C,68,9362.66,2
2026-07-24,North,A,128,12653.12,2
2026-07-24,North,B,100,11828.87,4
2026-07-24,North,C,92,12820.41,1
2026-07-24,South,A,123,11919.56,2
2026-07-24,South,B,101,12489.49,4
2026-07-24,South,C,80,11064.82,1
2026-07-24,East,A,107,10702.31,1
2026-07-24,East,B,86,9945.47,2
2026-07-24,East,C,74,10967.04,1
2026-07-25,North,A,140,13198.94,3
2026-07-25,North,B,109,13225.59,3
2026-07-25,North,C,82,11834.6,3
2026-07-25,South,A,113,10541.53,1
2026-07-25,South,B,94,10984.62,4
2026-07-25,South,C,78,11485.15,3
2026-07-25,East,A,123,11878.8,1
2026-07-25,East,B,89,10410.92,2
2026-07-25,East,C,69,9356.38,3
2026-07-26,North,A,138,13794.63,4
2026-07-26,North,B,102,12520.89,3
2026-07-26,North,C,101,15324.86,1
2026-07-26,South,A,132,12369.2,2
2026-07-26,South,B,90,11300.63,3
2026-07-26,South,C,78,10788.56,1
2026-07-26,East,A,106,10790.83,5
2026-07-26,East,B,88,10296.62,2
2026-07-26,East,C,65,9331.41,3
2026-07-27,North,A,136,13079.07,2
2026-07-27,North,B,117,14657.08,4
2026-07-27,North,C,87,13109.78,4
2026-07-27,South,A,125,11805.0,5
2026-07-27,South,B,92,10494.42,2
2026-07-27,South,C,76,10299.86,2
2026-07-27,East,A,105,9624.84,5
2026-07-27,East,B,91,11013.0,4
2026-07-27,East,C,70,10616.49,2
2026-07-28,North,A,129,13138.9,4
2026-07-28,North,B,106,13804.65,3
2026-07-28,North,C,78,11244.11,3
2026-07-28,South,A,113,10833.54,2
2026-07-28,South,B,90,11237.92,4
2026-07-28,South,C,69,9664.19,3
2026-07-28,East,A,98,9141.57,2
2026-07-28,East,B,90,10024.0,3
2026-07-28,East,C,69,10383.6,1
2026-07-29,North,A,143,13824.1,3
2026-07-29,North,B,87,10824.39,2
2026-07-29,North,C,92,12564.41,1
2026-07-29,South,A,108,10755.27,4
2026-07-29,South,B,107,13254.12,3
2026-07-29,South,C,70,9475.38,1
2026-07-29,East,A,111,10591.94,4
2026-07-29,East,B,89,11008.48,2
2026-07-29,East,C,66,8734.68,2
2026-07-30,North,A,125,12349.8,5
2026-07-30,North,B,107,12929.98,3
2026-07-30,North,C,92,12609.67,1
2026-07-30,South,A,96,9310.38,3
2026-07-30,South,B,98,11123.08,4
2026-07-30,South,C,80,11465.72,2
2026-07-30,East,A,97,8595.61,4
2026-07-30,East,B,81,9666.72,1
2026-07-30,East,C,68,10115.11,2
2026-07-31,North,A,123,12006.9,3
2026-07-31,North,B,99,11790.04,2
2026-07-31,North,C,79,11245.55,1
2026-07-31,South,A,120,11416.11,3
2026-07-31,South,B,96,11204.19,2
2026-07-31,South,C,79,11628.14,2
2026-07-31,East,A,121,12009.41,3
2026-07-31,East,B,101,11577.33,2
2026-07-31,East,C,79,11983.23,3
2026-08-01,North,A,109,9972.56,3
2026-08-01,North,B,76,8200.08,2
2026-08-01,North,C,78,10084.1,3
2026-08-01,South,A,123,12502.33,3
2026-08-01,South,B,102,11985.31,4
2026-08-01,South,C,86,12510.25,2
2026-08-01,East,A,103,9475.14,4
2026-08-01,East,B,78,9506.66,1
2026-08-01,East,C,73,10884.21,2
2026-08-02,North,A,110,9953.96,4
2026-08-02,North,B,78,8533.85,3
2026-08-02,North,C,74,9637.06,1
2026-08-02,South,A,114,10409.34,2
2026-08-02,South,B,112,14326.79,4
2026-08-02,South,C,74,10166.58,2
2026-08-02,East,A,98,9556.36,3
2026-08-02,East,B,78,9191.67,1
2026-08-02,East,C,74,10106.4,1
2026-08-03,North,A,106,9423.14,2
2026-08-03,North,B,75,8270.49,1
2026-08-03,North,C,73,10006.08,3
2026-08-03,South,A,115,11508.83,4
2026-08-03,South,B,97,10903.38,3
2026-08-03,South,C,75,9704.72,2
2026-08-03,East,A,103,10023.04,5
2026-08-03,East,B,93,10981.39,4
2026-08-03,East,C,75,10080.32,1
2026-08-04,North,A,116,10760.96,2
2026-08-04,North,B,66,6831.11,3
2026-08-04,North,C,68,9251.57,1
2026-08-04,South,A,114,11025.79,2
2026-08-04,South,B,103,11936.82,3
2026-08-04,South,C,83,11893.48,1
2026-08-04,East,A,126,12259.17,4
2026-08-04,East,B,84,9926.57,1
2026-08-04,East,C,66,9186.1,1
2026-08-05,North,A,110,9362.56,3
2026-08-05,North,B,68,7627.1,3
2026-08-05,North,C,64,8589.06,1
2026-08-05,South,A,124,12750.53,3
2026-08-05,South,B,105,12666.81,3
2026-08-05,South,C,75,11039.28,2
2026-08-05,East,A,104,9510.68,5
2026-08-05,East,B,81,10189.24,3
2026-08-05,East,C,66,8773.5,2
2026-08-06,North,A,115,9758.16,5
2026-08-06,North,B,79,8239.55,3
2026-08-06,North,C,77,10501.52,3
2026-08-06,South,A,107,10096.53,4
2026-08-06,South,B,88,9905.09,1
2026-08-06,South,C,73,11161.08,1
2026-08-06,East,A,112,11308.68,4
2026-08-06,East,B,86,10795.46,2
2026-08-06,East,C,63,9383.99,2
2026-08-07,North,A,105,8946.85,2
2026-08-07,North,B,79,8112.58,3
2026-08-07,North,C,63,8337.05,1
2026-08-07,South,A,116,10921.2,2
2026-08-07,South,B,95,11006.24,1
2026-08-07,South,C,82,11340.01,1
2026-08-07,East,A,97,9317.4,3
2026-08-07,East,B,86,9996.38,3
2026-08-07,East,C,81,11507.7,2
2026-08-08,North,A,102,8306.16,4
2026-08-08,North,B,75,7722.07,2
2026-08-08,North,C,63,8457.04,1
2026-08-08,South,A,125,11768.84,2
2026-08-08,South,B,102,12346.61,2
2026-08-08,South,C,78,10615.37,2
2026-08-08,East,A,112,9441.68,5
2026-08-08,East,B,80,9919.59,1
2026-08-08,East,C,75,11149.32,2
2026-08-09,North,A,104,9457.44,4
2026-08-09,North,B,74,9060.34,2
2026-08-09,North,C,71,8762.28,2
2026-08-09,South,A,128,12124.93,1
2026-08-09,South,B,77,9049.36,1
2026-08-09,South,C,81,12150.31,3
2026-08-09,East,A,111,10720.86,4
2026-08-09,East,B,75,8729.94,2
2026-08-09,East,C,69,9942.64,3
2026-08-10,North,A,95,8320.8,3
2026-08-10,North,B,76,8147.55,2
2026-08-10,North,C,67,8585.11,1
2026-08-10,South,A,110,11160.92,3
2026-08-10,South,B,99,12472.97,4
2026-08-10,South,C,80,12629.88,4
2026-08-10,East,A,93,8700.29,1
2026-08-10,East,B,91,11071.36,4
2026-08-10,East,C,65,9147.38,1
2026-08-11,North,A,110,10728.03,1
2026-08-11,North,B,82,9300.58,2
2026-08-11,North,C,71,9265.57,3
2026-08-11,South,A,92,8605.81,2
2026-08-11,South,B,82,9594.07,2
2026-08-11,South,C,76,11373.74,1
2026-08-11,East,A,115,10321.46,3
2026-08-11,East,B,75,8844.42,3
2026-08-11,East,C,78,10196.24,2
2026-08-12,North,A,97,8361.37,3
2026-08-12,North,B,78,8715.25,1
2026-08-12,North,C,70,9397.87,3
2026-08-12,South,A,102,9984.12,2
2026-08-12,South,B,104,13082.82,2
2026-08-12,South,C,77,10157.08,2
2026-08-12,East,A,108,10232.53,3
2026-08-12,East,B,75,8387.99,1
2026-08-12,East,C,63,9354.33,1
2026-08-13,North,A,116,10627.54,4
2026-08-13,North,B,80,9107.36,4
2026-08-13,North,C,64,8650.57,1
2026-08-13,South,A,116,10690.47,3
2026-08-13,South,B,95,11605.15,3
2026-08-13,South,C,72,10219.55,2
2026-08-13,East,A,107,9957.84,4
2026-08-13,East,B,100,12570.67,4
2026-08-13,East,C,70,9892.87,2
2026-08-14,North,A,99,8591.17,2
2026-08-14,North,B,71,7580.32,2
2026-08-14,North,C,58,7348.81,1
2026-08-14,South,A,125,12308.12,2
2026-08-14,South,B,88,9724.53,2
2026-08-14,South,C,71,10608.74,2
2026-08-14,East,A,112,11010.52,4
2026-08-14,East,B,87,10120.8,2
2026-08-14,East,C,59,7798.93,2
2026-08-15,North,A,116,10033.84,4
2026-08-15,North,B,63,7382.09,3
2026-08-15,North,C,61,8143.12,1
2026-08-15,South,A,122,12047.85,3
2026-08-15,South,B,94,11552.54,3
2026-08-15,South,C,82,11160.01,2
2026-08-15,East,A,108,9861.37,4
2026-08-15,East,B,78,9456.77,3
2026-08-15,East,C,71,10305.32,3
2026-08-16,North,A,95,9074.11,2
2026-08-16,North,B,90,9352.1,2
2026-08-16,North,C,60,8087.99,1
2026-08-16,South,A,119,11355.92,3
2026-08-16,South,B,123,14861.94,4
2026-08-16,South,C,70,9748.26,1
2026-08-16,East,A,118,11072.78,2
2026-08-16,East,B,94,10375.5,3
2026-08-16,East,C,73,10318.6,3
2026-08-17,North,A,107,9637.15,2
2026-08-17,North,B,72,7453.12,1
2026-08-17,North,C,70,10050.8,1
2026-08-17,South,A,106,9339.01,4
2026-08-17,South,B,102,11645.36,2
2026-08-17,South,C,72,10369.45,1
2026-08-17,East,A,108,10323.21,3
2026-08-17,East,B,95,12153.69,3
2026-08-17,East,C,72,10038.21,2
2026-08-18,North,A,99,9393.99,4
2026-08-18,North,B,74,8355.72,2
2026-08-18,North,C,60,7435.11,2
2026-08-18,South,A,117,11307.19,3
2026-08-18,South,B,84,10802.95,1
2026-08-18,South,C,73,10149.08,2
2026-08-18,East,A,97,9431.22,3
2026-08-18,East,B,87,10001.19,2
2026-08-18,East,C,66,9583.9,1
2026-08-19,North,A,104,9497.22,5
2026-08-19,North,B,85,9762.5,3
2026-08-19,North,C,69,9463.18,1
2026-08-19,South,A,122,11732.59,5
2026-08-19,South,B,84,10206.64,3
2026-08-19,South,C,76,11022.15,1
2026-08-19,East,A,93,8367.93,3
2026-08-19,East,B,84,10171.34,1
2026-08-19,East,C,60,8000.68,1
2026-08-20,North,A,107,9301.08,4
2026-08-20,North,B,69,8048.74,3
2026-08-20,North,C,68,8548.27,1
2026-08-20,South,A,116,10874.89,4
2026-08-20,South,B,90,10709.39,4
2026-08-20,South,C,75,10126.57,2
2026-08-20,East,A,105,9826.62,3
2026-08-20,East,B,85,10183.41,4
2026-08-20,East,C,73,10562.59,1
2026-08-21,North,A,96,8189.52,3
2026-08-21,North,B,77,8349.21,3
2026-08-21,North,C,57,7523.89,1
2026-08-21,South,A,112,11234.19,3
2026-08-21,South,B,89,10935.32,2
2026-08-21,South,C,88,12851.3,2
2026-08-21,East,A,94,9619.42,4
2026-08-21,East,B,86,9952.72,4
